沙门氏菌病	食物中毒
原纤维形成	叉形物
树薯	树薯
鹮	涉禽类
心绞痛	心脏紊乱
重组DNA	脱氧核糖核酸
铁尺草	锯锯草
大使随员	专家
正多面体	多面体
电子琴	电子仪器
金刚砂	磨蚀剂
灰狼	狼
睾丸粘连	隐睾病
沉淀剂	作用物
细胞结构	生理状态
格构	骨架
珠蕨属	瓦苇属的植物
安息香属植物	灌木
田野猎犬	西班牙猎犬
虚股	股票
腐蚀	化学方法
阈值运算	运转
环丙沙星	抗菌素
液量单位	英国容量单位
脓疱病	皮肤病
分离	生物进程
五角形	多边形
出血热	流行性出血热
低音乐器	乐器
烟水晶	石英
三叶蝶豆	藤本植物
胭脂虫红	染色剂
甲减	腺病
秋分	昼夜平分点
皇家法院	政权
朝鲜蓟罐头	青菜
变貌	转变
核准	赞许
鳃角金龟	金龟子科甲虫
除去盐分	化学方法
自给自足	自主
四级安全等级	安全等级
浣熊	浣熊
铁架	架子
测链	长度度量
神经梅毒	梅毒
邦迪	胶布绷带
方舟	船
燃烧室	火炉
短氅	斗篷
寡妇	妇女
日本货币单位	货币单位
未开发	发展
放射性废物	放射性物质
轻视	不名誉
锦标赛	赛
鳙鲽	冠鲽
柠檬	柑橘属果树
除法	算术运算
砷化物	化合物
颤抖	颤抖
帆布	衣料
断线钳	切割器
马丁·路德·金纪念日	法定假日
二甲基乙二肟	沉淀剂
奥卡	重量单位
反中微子	反轻子
蜂窝胃	胃
巨螯蟹	蜘蛛蟹
正常状态	状态
墨西哥牵牛	黑丑
装置	耐用品
断字	划分
静轴	轮轴
好莱坞	风气
蓝头锦鱼	隆头鱼
根据地	军事设施
兰撒	树
截断	缩短
雕刻工具	手持工具
马脑炎	脑炎
十七酸	饱和脂肪酸
拍它字节	电脑记忆单位
比利时兔	兔子
臂膀	肢
红色	健康
平方竿	面积单位
头座	支撑
赦罪	逮捕证
黄纸板	硬纸板
脏水	废物
不分离	成熟分裂
涡轮风扇	喷气式发动机
库存	货物
马岛缟狸	麝猫
隐蔽洞	防空壕
绿裸鳚	绵鳚
冕光学玻璃	光学玻璃
白羊座人	灵魂
忍冬科	海盘车单子叶植物科
巴哈马元	块
萤火虫	叩头虫
重病	疾病
北极柳	清明柳
贫血	贫血症
空缺率	部分
镜子	镜子
对照染色剂	着色剂
互裨姑娘	以帮做家务换取食宿的年轻佣工
鼻痛	苦痛
赞赏	赞成
航空图	地图
飞行方位	飞行姿态
愤怒	烦恼
软化	自然过程
身份	社会地位
狂热	请求
新行	显示
和睦	和平
藤壶	甲壳纲动物
钩形	曲线
养鱼场	职场
讲课	教育学
罩袍	衣服
舆论	相信
可可脂	脂肪
英国小獚犬	玩具猎鹬犬
早衰	反常
评注	阐述
被加数	数
啤酒玻璃杯	玻璃杯
葡萄丹	果树
野绣球花	绣球属植物
倭狨	长尾猴
痛苦	有病
鲍氏南方古猿	南猿亚科
母子关系	关系
假定	论
北方	基本四个方向
疖病	皮肤病
猝睡症	睡眠过度
灭绝	破坏
下肢轻瘫	轻瘫
膀胱松弛	膀胱疾病
蛤蟆菌	伞菌
杀手	灵魂
福利	景气
楼板	水平面
平衡状态	平衡
肺储备	储量
金丸	果树
辛二酸	羧酸
导弹巡洋舰	巡洋舰
山马蝗三叶	矮灌木
铅笔	铅笔
新生儿死亡	死亡状态
欧亚花楸	马加木
活泼	生物进程
铁杆海棠	木瓜
铼	金属元素
昔日	过往
黑领结	蝶形领结
耶稣受难日	基督教会节日
印度楝	树
赤杨	木材
洒水器	装置
等高线地图	地图
主桅	船桅
紫蓝色宝石	石英
支气管肺炎	肺炎
宝石雕刻术	雕刻艺术
短期国库券	国库券
金绿玉	矿质
波斯猫	家猫
旋转	坐标转换
脱氧麻黄碱	管制药物
脱氧麻黄碱	苯齐巨林
十年间	阶段
绞肉机	厨房道具
银狐	欧洲红狐
水兔	棉尾兔
多色菱形花纹	设计
副作用	效果
皮肤干燥病	鳞癣
酣睡	生理状态
大角羊	山区野羊
阶层的形成	地质活动
普通年	年
盲蝽	半翅目的昆虫
转化	化学方法
截肢医生	外科医生
刺稠李	野生李树
石棉消减	消除滋扰
孤立体	地带
解雇通知书	正式通知
宽松女服	连衣裙
悲哀	悲伤
野牵牛	旋花类的植物
碗蕨科	蕨类植物
皇企鹅	企鹅
复视	视觉障碍
龙爪蕨	薮春
结果	现象
高统靴	靴子
耀花豆	灌木
非洲艾鼬	白颈鼬
起立不能	障碍
角膜病	眼病
开曼群岛元	块
失眠症	睡眠失调
雕花玻璃	玻璃器皿
洋蓟	青菜
成分分析报告	报告
折叠椅	椅子
睾丸炎	炎症
宗教节日	节日
呼吸根	根
衬衫	衣服
抗梅毒药物	麻醉药
癣	霉菌病
阿邦	面积单位
树虱	啮虫科昆虫
白臀野牛	野牛
海鳝	鳗鱼
双二倍体的个体	生物
恪守惯例	道路
眼前利益	评价
水闸	围墙
量油计	测量仪器
纸牌游戏板	棋盘
远程处理	数据处理
帮工	工人
拦牛木栅	桥梁
通便	排泄
过氧苯甲酰	漂白剂
部落化	联合
沙发	坐卧两用的长沙发
地中海粉螟	螟蛾
蔷薇刺金龟	鳃角金龟
角质疣	皮肤病
柱廊	结构
碳纳米管	富勒烯
兄弟关系	关系
氯仿	卤仿
氯仿	麻醉气体
隔山撬	菌类
避税手段	降低
磨耗率	率
度量	映射
活动亢进	病理状态
生殖器疱疹	单纯疱疹
生殖器疱疹	花柳病
白鼬	鼬
轮机舱	房间
包含	包括
阿尔贡金语	印第安语
自我注射器	皮下注射器
现金出纳机	钱箱
臂力锻炼	锻炼
教会附属地	不动产
乙酸乙酯	酯
混乱的局面	骚动
燃烧	氧化作用
钠云母	云母
承重墙	支撑
承重墙	墙壁
酶缺乏	病理
枕头	靠垫
规则	观念
威尔斯小型马	矮种马
电子公告系统	数字计算机
圆齿状	曲线
氙	惰性气体
氙	化学元素
恶性循环	正反馈
节点	连接物
特发性震颤	颤抖
家庭菜园	花园
癫痫小发作	癫痫发作
第五种要素	四要素
藤壶科	节肢动物科
缘蝽属	节肢动物属
樱桃	核果
蚁蜂科	膜翅目昆虫
井架	起重机
台词	台词
病理	有病
血小板无力症	隐形遗传病
实质性	相关性
账目	财务报告书
阻止通货膨胀	经济过程
恶液质	有病
畜牧业	耕作
四足动物	四足动物
防御组织	结构
多发性骨髓瘤	骨髓瘤
长曲棍球	球
猫熊	浣熊
本垒后的挡网	藩篱
帽贝	帽贝
乳用短角牛	奶牛
钔	化学元素
鼓眼鱼	鰤鲈属
色素沉着过度	生理状态
蛰伏	生理状态
复制品	复本
海岸水虱	等脚类的动物
舞蹈病	动物病
镀锌铁	铁
蜡布	衣料
多体性	生理缺陷
无隐私状态	状态
阿尔申	长度度量
导聋犬	役用犬
五旬节	犹太教会节日
经产	怀孕
间隔缺损	先天性心脏病
肺炭疽	脾脱疽
教会塔	楼阁
宿醉	病痛
双簧弯管	双簧乐器
永世	长时间
双刃斧	斧子
情节	前提
易熔金属	合金
象	厚皮类动物
象	长鼻目的动物
闰年	年
联合	组合
潜育期	间隙
答录机	电子器件
蓝黄色盲	黄蓝色盲
澳洲人	居民
带钩的鱼饵	鱼饵
语调	说话方式
白眉猴	狭鼻类的猿
放射性同位素	同位素
除去	删除
比例	商
酰基	化学族
印度历的11月	印度教历的月
醋酸酐	酸酐
自信	平衡
楼阁	结构
重整化	状态
块状物	硬块
矿井瓦斯	瓦斯
食指	指头
假牙	装置
天幕毛虫	衣蛾
植物生长	生长
蜜环丝膜菌	伞菌
木白蚁科	节肢动物科
困境	险境
细胞核溶解	溶菌作用
追求个人满足	扩大
铬铅矿	矿质
世界强国	州
贻贝	贻贝
红花矾根	贯筋
蚝蘑	伞菌
美国冬青	有毒植物
美国冬青	冬青树
季节性调整	调整
药箱	橱柜
脑血栓	血栓症
雨伞	华盖
进出路	马路
自由轮	货船
服饰	衣着
青龙骨	瓦苇属的植物
时代错误	计时
老龄化	生物进程
黄金时代	阶段
短尾贼鸥	贼鸥
醇中毒	结核病
酸碱平衡	化学平衡
转移	转弯
中暑	中暑
魔术箱	玩具
类人动物	灵长类的动物
试衣	试验
猎女巫	骚扰
桦皮舟	独木舟
外消旋酸	酒石酸
蜕皮	褪落
伪幻觉	幻觉
外科医生	大夫
枸刺木	车轮棠
流动炊事车	货车
骨灰	灰烬
法国梧桐	悬铃木
夹板接合	端接
小节	瘤
米虫的幼虫	幼虫
专业人员	成年人
小风琴	自由簧器具
麝鼠	臼齿动物
东非人属	南猿亚科
落矶山斑疹热	斑疹热
隆头鱼	隆头鱼
毛核木属	海盘车单子叶植物属
海狸毛皮	皮
江鳕	鳕鱼
聚甲醛	塑胶
自然演替	自然过程
尼特	亮度单位
瓜氨酸	胺酸
氨基甲酸盐	盐
香猫	麝猫
五金器具	仪表
海盗黑旗	旗帜
恐角兽	恐角目动物
轿	传送器
集体寝室	更常指大而气派的建筑
集体寝室	住宅
凤丫蕨属	蕨属
煎熬	迫害
美洲悬铃木	悬铃木
泥蜂	泥蜂
环面物	圆形
樱桃爆竹	鞭炮
铅绞痛	腹痛
邓杰内斯蟹	蟹
赤裸裸	状态
一群士兵	军队单位
鹿角漆树	盐肤木
蚁蛉	脉翅目昆虫
送风管	软管
挪威㹴	狗的一种
海参类动物	棘皮动物
污物碾碎器	厨房用具
抗霉素	抗菌素
纬起毛织物	衣料
转向立轴	螺栓
肾病	尿路病
网络	组织
输送管	植物结构
礼拜	阶段
更恶化	激烈化
烟渣	滤渣
访问时间	间隙
冲突	抵触
行为	带消遣性的活动
凹多边形	多边形
瞒报	赃物
长春花	蔷薇
提花织机	织机
褐家鼠	褐鼠
猎鹿帽	帽子
美洲土著	灵魂
美洲鲥	鲱鱼类
亚洲野牛	野牛
高尚	清白
恐光症	苦痛
鸟足旱蕨	峭壁凤尾蕨
独立纪念日	法定假日
肾衰竭	衰退
肾衰竭	肾病
中期国库券	国库券
鸻科鸟	滨鸟
镎	金属元素
三氟甲烷	卤仿
集流器	集电极
粉蚧科	节肢动物科
津巴布韦美元	块
醇酸	酸类
牵涉痛	苦痛
关节内窥镜检查	手术
血毒症	败血症
巴西棕	羽叶棕榈
电磁单位	单位
丛林猫	野猫
一包毒品	小包
黄热病	传染病
爪哇猿人	直立人
足球	足球
数字照相法	照相
毫享利	电感单位
斑螟属	节肢动物属
糖荚豌豆	糖荚豌豆
长筒花	花
积血	肿胀
黄蹼洋海燕	海燕
引爆雷管	起爆
水上运动	运动
救护站	急救站
手电筒	电灯
甲板	站台
英亩-英寸	容积单位
斑鹬	矶鹬
碘	化学元素
中马属	马
羟腈	有机化合物
齿轮	轮子
药草园	花园
空军	兵役
样本	例证
本地汇票	汇票
诸灵节	基督教会节日
阻断术	局部麻醉
前列腺癌	腺癌
权威	能手
溶液	混合物
胸带	口袋
砧草拉拉藤	锯锯草
帮手	工作者
完美	完美
幼畜	野兽
平稳	和睦
公制容量单位	容积单位
公制容量单位	十进制单位
公羊	绵羊
船蛸属	软体动物属
洗革	麂皮
漂流物	堆
顶楼	楼层
黑蝗属	节肢动物属
祷告日	基督教会节日
糖尿病	多基因遗传证
扫描	照相
扣除额	调整
虱蝇科	节肢动物科
紫闪蛱蝶	蛱蝶
可能性	选项
豆娘鱼	雀鲷
螺旋内酯固醇	皮质类固醇
螺旋内酯固醇	降压药
晚疫病	枯萎病
暗物质	物质
玩具贵宾犬	髦毛狗
永恒运动	运动
立场	态度
肚子痛	症状
重火力点	根据地
普洛特猎狗	猎狗
东太平洋马鲛	西班牙鲛鱼
炮闩	阻塞物
朴树果	水果
生产成本	花费
生态龛位	状态
俄亩	面积单位
香茶菜属	海盘车单子叶植物属
肌无力	神经肌肉疾病
肌无力	自身免疫病
黎明	点钟
简易机场	飞机场
马笼头	马首挽具
树螽属	节肢动物属
蜂鸣器	电子器件
脊髓痨	萎缩
失眠	临时状态
困境	状态
猎豹	大猫
米迦勒节	季节
纳税义务	负债
蛔虫病	侵染
麻风病	传染病
应急桅杆	船桅
复方阿司匹林片	药物
自相矛盾	对立
脱发	光秃
单翼机	飞机
父子关系	关系
黄百合	赤莲
八便士	硬币
热带脾大	原生性感染
眉下垂	下垂症
鞋革	皮革
增加量	估计量
锡利哈姆犬	威尔士㹴
马蝗	蚂蟥
犹太历的闰月	犹太教历的月
白癫风	皮肤病
灵柩台	棺材架
半衰期	阶段
手球场	球场
氟硅酸	酸类
硬砖	砖头
金鸡纳属	海盘车单子叶植物属
船底排水泵	泵
络艾塞半	苯并二嗪
方形物	立方体
保护	带消遣性的活动
测气管	仪表
油漆喷雾器	雾化器
动产	资产
齿轮组	齿轮机构
莎草蕨属	蕨属
草原老鹳草	龙牛儿苗
无定形	无定形
除得尽数	除数
铱锇矿	矿质
中心装饰品	装饰品
饱和	透过
铁燧岩	黑硅石
千升	公制容量单位
宽檐帽	帽子
催化反应室	转换器
硬煤	煤炭
锡	金属元素
木蜂	蜜蜂
异位怀孕	子宫外妊娠
频率	比例
醋蝇	果蝇
教士领	领子
流动率	率
加法器	计算机
花名册	单子
枪机燧石	燧石
钝外伤	负伤
焦急	骚动
旗布	衣料
打入管井	水井
周界	线
实验工作服	短上衣
皮质类固醇	类固醇激素
人造关节	移植物
秋星尺蠖	尺蠖蛾
镣铐	桎梏
法国式门	门
断奶	新陈代谢
上呼吸道感染	呼吸道感染
恶性肿瘤	肿瘤
恶性肿瘤	恶性肿瘤
葱类黑粉病菌	黑粉病
马桶椅	惩罚手段
心瓣膜移植	移植物
氯化钾	氯化物
丧服	衣服
日本早樱	青肤樱
盐基性红色染料	染色剂
鳀	鱼肉
镶牙用金合金	合金
天道	运气
心肺机	泵
大种植园	不动产
手提行李	行李
钯	金属元素
碘仿	卤仿
相识的人	灵魂
西班牙鲛鱼	鲭
曲螺属	软体动物属
辣椒属	海盘车单子叶植物属
扇尾鹬	鹬
运货列车	火车
粮食银行	储备金
柑桔椰子甜食	餐后甜点
朱砂蛾属	节肢动物属
电烧伤	烧伤
阵亡将士纪念日	法定假日
水平稳定器	翼面
蛋白质组	蛋白质
蒸发冷却器	冷却方法
打响指	运动
眼罩	布质蒙皮
静止状态	静止
供能装置	装置
莰酮	天然树脂
利尿酸	利尿药物
十字架	标志
唇炎	炎症
皮帽	帽子
急性白血病	白血病
衬垫物	层
出血性休克	中风
出血性休克	出血
缺血性缺氧	缺氧症
煅烧	氧化作用
精原细胞瘤	癌
鹿角栅	防线
梯度	更换
法院的顾问	顾问
椭面	平面图形
迫切的危机	威胁
藤蔓植物	藤本植物
香炉	容器
货车	货车
收银台	柜台
电磁延迟线	延迟线
除盐作用	化学方法
里屋	房间
增塑	贮藏
烟瘾	结核病
水晶玻璃	玻璃器皿
正二十面体	正多面体
数字表	手表
摇蚊属	节肢动物属
禾柄锈菌	锈菌
肺活量	容量
透不过气	病理状态
短枝疫病	枯萎病
非登记债券	期货
杜父鱼	鲉鱼
石思仙	树
滴注器	设备
早泄	射精
倭鼬	鼬
家具	装备
胡佛牌吸尘器	真空吸尘器
九绊犰狳	犰狳
马钱子碱	生物碱
马钱子碱	植物性毒素
七	数字
超越	最高权力
社论式广告	广告活动
羊虱	虱蝇
鸻鸟	鸻科鸟
金蹄蝠	叶鼻蝠
滑石粉	滑石
美洲婆婆纳	沼泽植物
鸭跖草属植物	花
集蜂科	节肢动物科
总教堂	礼拜堂
标记元素	放射性同位素
空闲	空虚
线条	沟
结婚纪念日	周年纪念日
科学	题目
透析器	医疗器械
养蚕	自然过程
恢复	行为
亚德利亚霉素	抗菌素
植物器官	植物结构
发光体	燃料
钻探泥浆	润滑物
临床试验	试验
糖果店	店铺
葡萄球菌肠毒素	肠毒素
催泪瓦斯	瓦斯
催泪瓦斯	化学武器
洗瓶刷	刷子
长套索	绳子
石灰窑	窑
鲸骨	角质
偶氮基	化学族
摊销	支付
缆绳	绳子
刺人虱	虫子
晶体检波器	检测器
登机口	闸口
巴巴多斯美元	块
拇囊炎	肿胀
蜘蛛螺属	软体动物属
难民营	避难所
街区	领域
肉毒胺	食物中毒
经血	排出
硅橡胶	合成橡胶
小鲱鱼	沙丁鱼
军队单位	军事力量
异硫氰酸荧光素	荧色物
全部赌注	赌金
栖息地	环境
装饰线条	边缘
龙虾科	节肢动物属
菲尔斯	小型货币单位
玩	消遣
粗砂石	砂岩
箱子	箱子
废奴主义	教条
粉螟属	节肢动物属
购买选择权	股票期权
喜马拉雅斑羚	羊羚
反对的立场	移动路线
米	公制长度单位
绝对事物	抽象观念
风机叶片	轮叶
角膜真菌病	霉菌病
矿质	物资
乳腺病	病理
袜类	鞋袜
跳舞	消遣
工会联合会	集团
正常年龄标准	平均数
慢性淋巴水肿	浮肿
健身设备	装置
弦叶鼠尾草	鼠尾草属植物
电话分机	电话机
臭角菌	菌类
明信片	通讯
滨螺属	软体动物属
良种马	赛马
萨摩蜜橘	瓯柑
麦角酰二乙胺	迷幻剂
麦角酰二乙胺	管制药物
麦角酰二乙胺	毒品
郊外	居住区
鞭子	仪表
急性肾盂肾炎	肾盂肾炎
厄罗伯	重量单位
锯蝇	膜翅目昆虫
虎斑贝	贝壳
便服	便服
毯子	床上用品
郁金香	郁香
救护工作	生产系统
盖革计数管	电离箱
运动衫	衬衫
家庭	住所
胶画	绘画
刺	器官
小冠花	灌木
蜻蜓	蜻蜓目昆虫
处方药	药物
毛利	纯利润
重大成就	灵机一动
广告公司	经销处
公顷	面积单位
兔子	兔科动物
柴油	柴油
猴面蝴蝶草属	海盘车单子叶植物属
无风险	安全
星彩蓝宝石	蓝宝石
公文包	皮包
阔刀	剑
成熟分裂	细胞分裂
英制	度量衡制
默示信托	信托财产
后面楼梯	楼梯
反弹旋转	转弯
胰岛素反应	休克
品脱	英国容量单位
泵	机械装置
褥疮	溃疡
遮颈布	布质蒙皮
版权页标记	标志
在今晚	目前
崩落	衰变
电路	电力设备
歇斯底里爆发	突然发病
键盘	键盘
键盘	数据输入装置
条纹石鮨	海鲈
值夜	值班时间
废金属	废物
重粘土	黏土
海蛇尾	棘皮动物
灭绝	静止
黄花毛地黄	毛地黄属植物
拟石蟹	蟹
遭难	逆境
经前症候群	综合症
龙头花	花
缝隙	开口
汇流条	导体
手饰	衣服
小家蚁	蚂蚁
押金	抵押金
顶果木	树
烯丙基	化学族
非洲跳鼠	跳鼠
浓缩	压缩
经费消减	削减
烟草霜霉菌	霜霉菌
被选举	身份
巢鼬	鼬科的动物
湖区矮犬	刚毛猎狐㹴
木白蚁属	节肢动物属
闩	长杆
岩松鼠	美洲黄鼠
小口的大瓶	瓶子
麸	谷壳
驾车旅行的人	驾驶员
甲酚	酚
灰色马	骑乘马
手铲	手持工具
总理公署	政府大楼
谷物碗	碗
青春期	未成熟
弯曲的状态	生理状态
电鲇	鲶
队员	合伙人
海豚	齿鲸
锥蝽属	节肢动物属
包进	改变形状
解除警报的信号	信号
正弦	三角函数
快中子反应堆	核反应堆
轻佻的女子	私通者
防腐剂	药物
苗床	小块土地
细臂	反常
立方体	正多面体
周角	角
黄粘盖牛肝	牛肝菌
等级	排列
腰带	饰物
螺钿	壳
股票出售期权	股票期权
数字录音带	录音磁带
墨西哥大囊鼠	小囊鼠
犹太节日	犹太教会节日
食物券	法定货币
十足类	甲壳纲动物
恐水病	症状
心绞痛	盆腔炎性疾病
